one,three,five,seven,nine
17.1436949999999,38.205434,81.110915,17.3605599999997,37.8779480000002
16.6722859999999,17.5318519999998,20.9602120000001,23.359964,16.613075
16.8581569999999,16.8163970000002,117.896622,89.9284929999999,48.6340260000002
16.9971039999999,39.5384270000001,62.2244699999999,121.318788,176.804147
16.2765740000002,189.97772,27.145886,68.974576,63.4967570000002
17.2055249999998,20.2925519999999,74.5390780000004,62.1598780000001,300.529502
16.2884890000001,18.5680210000001,22.1049039999999,66.1537499999998,107.103
16.532832,30.454787,57.5260849999997,145.956803,140.290943
17.054245,289.766166,25.7589980000001,131.980547,144.015546
16.808355,19.3506070000002,44.273698,66.9651010000001,120.027401
16.4229690000002,44.7668380000001,40.3036959999996,46.0906879999996,91.9947680000002
16.4486899999998,19.8400990000001,25.1138420000001,52.0019860000001,74.8595600000002
16.8581290000001,21.5513600000001,25.245215,71.1921699999998,151.887922
16.746318,20.9754320000002,21.3671510000002,156.346522,135.497447
17.3645929999999,18.8745089999998,202.645306,48.675222,73.285727
16.6325359999999,16.4415519999999,89.6960679999999,33.0493470000004,53.7007330000003
16.1418280000001,26.3011990000002,19.1630740000002,36.4065939999998,138.403735
16.904933,19.205189,30.1801359999998,46.9400220000003,40.592094
16.631853,27.658406,62.9543270000004,88.6417119999998,36.2841929999993
17.2908329999999,32.115294,30.3841500000002,213.241088,439.203992
16.820187,21.9739839999997,22.9753340000003,231.627153,34.5279209999996
19.873501,35.1492609999999,17.0124490000001,21.4217680000002,24.0385879999998
136.790343,65.6494580000002,241.32721,138.11044,23.0303879999996
16.4068190000002,24.2998390000002,111.596262,18.4136539999997,105.639544000001
16.8966619999997,57.5900419999997,17.0993880000001,298.775046,23.0458989999995
16.122588,34.240359,325.325164,48.6075960000001,21.6206650000004
17.6182960000002,52.2222650000002,17.5879930000002,177.949311,28.3803809999998
16.3885459999999,34.154413,20.1479449999997,19.5329580000001,111.93658
16.4246349999999,30.3249750000001,21.788388,27.5151820000001,18.6686099999998
16.2672380000002,23.5712070000003,19.7077590000001,16.5891369999995,32.9083130000001
16.613483,20.3807010000001,18.4250829999999,402.779742,49.3882480000005
17.6545260000003,170.304842,21.627713,19.1761049999997,39.7235739999999
16.0474489999998,62.5317239999998,260.712613,16.1250319999997,33.3141130000003
16.7437350000004,191.764303,101.76388,24.3363810000003,31.251395
16.8968349999998,44.6889259999992,115.907212,391.153109,16.5266089999996
16.346822,24.1097310000002,246.182875,202.905487,148.820762000001
