one,three,five,seven,nine
17.1436949999999,35.0949580000002,45.6999370000002,38.2247630000001,90.5348759999995
16.6722859999999,28.7664850000002,33.7586989999998,25.5778609999999,29.7512320000002
16.8581569999999,270.055753,43.2379680000001,90.3131299999997,48.161726
16.9971039999999,119.546181,20.1672150000003,81.36572,165.33901
16.2765740000002,27.4302469999999,16.3847029999999,48.0531900000001,123.443382
17.2055249999998,29.0575049999999,39.993092,38.0613000000003,74.5042470000001
16.2884890000001,24.5745020000001,28.1192609999996,117.093098,118.922172
16.532832,16.3354760000001,221.278,88.2946919999998,50.5527820000005
17.054245,28.432714,35.0433429999999,17.101641,83.8896439999997
16.808355,19.5925209999999,30.6576789999999,36.0881879999999,94.491841
16.4229690000002,26.4708819999999,159.573445,27.7587879999999,31.970775
16.4486899999998,17.2943170000002,262.951581,50.0003769999999,127.895806
16.8581290000001,22.6429209999996,31.5180530000001,68.6441290000004,43.617137
16.746318,33.3517850000002,24.0627889999998,184.291838,40.5876470000006
17.3645929999999,56.4617369999998,79.3186929999998,26.3217619999998,27.5674659999998
16.6325359999999,18.9090730000001,372.562974,151.829799,80.9820889999999
16.1418280000001,61.8894050000001,42.1662620000003,82.8355669999996,27.0672359999997
16.904933,28.5852690000001,25.9274750000005,75.8226799999999,119.615489
16.631853,64.4139299999997,20.8500730000001,62.1220060000001,105.101131000001
17.2908329999999,40.4415629999999,17.2993080000001,36.0254850000001,16.9589479999992
16.820187,23.3636390000003,37.5554540000005,44.269221,39.0579710000001
19.873501,20.001267,30.9151169999993,91.5277339999996,29.5081320000001
136.790343,29.3583909999997,77.1850550000002,164.863606,46.3136500000001
16.4068190000002,26.6736269999996,28.1042810000001,24.393152,41.5875899999998
16.8966619999997,16.8184720000002,202.935635,22.906152,34.5676860000008
16.122588,72.934858,21.7224439999999,111.136061000001,241.499281999999
17.6182960000002,72.0789900000001,66.7392100000006,383.197457,38.4702880000001
16.3885459999999,109.539569,82.2548269999999,17.1551489999997,115.899777
16.4246349999999,42.0036449999999,27.6990349999995,38.9199719999995,41.1491960000001
16.2672380000002,22.6310119999997,20.7859020000001,23.8216449999999,57.2242709999999
16.613483,16.6731339999999,26.2184780000005,29.678401,87.2802940000002
17.6545260000003,24.40665,31.9545830000001,162.059482,46.6080440000001
16.0474489999998,16.1937750000001,32.431764,38.047165,45.6981559999994
16.7437350000004,256.577508,31.085332,22.144967,45.5971250000005
16.8968349999998,17.1332600000005,51.3844629999998,36.8809560000001,35.8342309999999
16.346822,41.874054,28.0180359999997,34.4674630000004,51.1673589999999
16.8523709999997,20.2355719999998,25.452531,19.5536289999998,84.4751590000001
16.1316870000001,28.4311619999995,43.2731100000003,35.2622870000001,33.1420339999999
16.9749180000003,16.0561180000007,19.8241100000001,34.8283839999999,234.00077
17.4972309999997,20.0616289999997,16.62344,25.3364839999994,146.290177
16.109959,20.7858679999999,30.8980709999993,36.0626059999998,93.105649
16.5478280000002,22.0594849999998,34.7777420000002,150.002572,466.950733
16.514946,23.5631779999999,19.2427659999996,150.421426,111.402662
17.1366370000001,20.4175269999993,20.950011,205.044114,18.8059659999995
16.5546919999997,39.0458159999998,18.9853959999997,165.330228,30.1072009999999
16.6177830000001,26.2770889999997,111.476322000001,160.540132,130.896358
16.6395980000003,65.9800019999999,21.3991709999997,96.4772269999994,177.062593
16.2860489999996,37.172408,51.5015879999998,36.7262880000005,106.041487000001
17.0409410000003,39.9482070000001,41.5544190000006,56.4208229999998,96.2713699999993
16.4320569999998,26.4243909999999,34.9111510000002,20.1453310000002,19.1403259999996
16.5204640000001,34.4453109999998,26.1795569999999,24.3392359999994,269.805371
16.5742390000001,18.7667129999998,26.9540519999998,21.6286280000002,140.146337
16.9213609999996,16.1937229999998,86.2745140000003,22.2877239999999,107.444243
16.353794,30.0854030000002,144.762007,40.6564759999997,205.763402000001
16.5578640000001,27.4600000000005,19.2518289999999,217.651667,38.8513939999999
17.178023,21.9343199999997,18.0111000000007,240.866912,21.4248619999999
16.8593129999999,16.851763,63.0440149999991,17.422184,28.7853800000004
126.951131,30.3477370000005,22.3260560000007,115.252197,110.581223999999
16.0443370000003,37.971175,27.4932699999999,23.4020519999998,103.002078000001
16.915612,40.5437429999997,22.4861039999995,20.422742,63.3273079999999
16.6547210000001,69.5869479999995,39.6943360000002,19.9863670000005,46.1179649999988
16.7092119999999,20.3448690000005,31.3580060000005,276.17092,86.0426220000008
16.1856929999997,39.4613499999998,293.978691,47.7336660000001,64.2078319999992
16.3843420000003,17.5350910000001,16.6155770000005,59.5781839999994,50.0488790000002
17.0401619999998,42.436286,18.2168629999993,90.708147,30.2922730000006
16.5596620000001,19.1901059999999,16.6760970000004,257.597923,46.0276480000008
16.0960159999997,52.1697999999997,17.1402049999996,17.0596789999999,36.6735020000011
16.870554,19.6380889999999,116.957462,24.1372750000002,47.8918139999998
17.3883800000003,80.6634759999998,35.6840759999999,16.3157690000002,35.1769740000005
16.5287459999997,128.843237,33.0311700000001,457.500762999999,22.8810809999995
16.7953520000004,35.6657760000001,48.8019369999995,36.9499910000002,16.9917829999999
16.2761189999996,16.460780000001,32.3713579999998,35.6204550000001,45.9647249999993
16.8934230000004,25.0270649999997,22.4998169999999,33.0506150000005,83.6439700000007
16.6920559999997,24.222848,27.3065809999995,26.6531079999996,300.246937000001
16.7166550000002,16.0563519999997,29.0888010000003,39.984905999999,47.0568929999988
17.2237059999998,18.3577210000001,38.2885039999996,17.8388840000014,19.722701000001
16.4006840000002,18.3284380000002,68.0990430000001,30.4284939999988,28.1801059999989
17.0762840000003,24.6670160000004,26.79688,48.709284000001,24.4698760000013
16.8338949999995,24.50756,36.2323829999998,16.2165339999998,43.0266809999988
16.0777300000001,21.9151919999998,32.6694249999999,24.5863570000004,32.3627860000002
16.854554,16.2437390000001,140.70539,84.8838069999989,67.9699350000007
16.9508199999999,19.6942999999994,22.386215,95.4696869999996,36.3506620000003
16.5824210000003,22.4104470000004,24.7478430000001,224.759479999999,35.9985680000001
16.3548769999999,29.6264060000002,64.2803220000001,259.241974,31.7874809999985
16.5999989999999,32.2713639999996,68.7391989999995,42.0326079999995,161.322375000001
16.8265280000002,51.5224299999995,39.7485930000006,33.621578,166.611784000001
19.9587530000001,49.0725400000001,48.0614480000003,94.0091240000012,56.906699999999
133.530904,19.7561429999995,35.4548379999997,89.9059589999993,43.4510530000001
16.4349120000002,31.6194010000004,31.5827899999999,76.4069230000004,100.142157
17.0500259999997,19.6794349999996,18.4069750000004,25.7778570000013,26.3320469999999
16.9017650000001,39.9564030000006,50.5362229999999,37.3019390000007,126.593534
16.093938,22.4723409999994,22.4884210000003,24.8724339999988,120.844942
17.2138360000007,18.3378480000007,28.8592230000004,67.3256720000008,176.155709
17.3912139999999,25.7565180000006,16.883387,26.0327959999991,152.048768
16.4472359999994,73.5046639999997,41.0093809999994,23.7072670000007,41.4513190000001
16.6569729999999,63.520091,86.2281530000004,79.686615,93.5883180000001
16.297368,52.334858,116.973868,189.315547,149.694294
16.5808760000008,44.9003220000002,57.408367999999,23.9211359999998,78.5781939999999
17.470361,91.4874250000004,26.1741009999987,29.0362170000003,148.385097
16.2143829999994,28.2223419999994,20.51202,28.246121,27.3901649999999
17.0160830000006,22.8329810000005,23.9559749999998,35.0303510000001,43.1819259999999
17.1661569999992,47.4376830000001,30.4560210000009,105.273029,46.962164
16.1141410000001,205.294643,24.6655980000003,126.8226,105.295661
16.2106600000005,23.7362770000002,29.7723669999996,31.6875599999999,30.8172770000006
16.388944,23.1845349999995,19.6244140000008,60.5807030000003,37.3109569999999
16.999373,19.6325609999999,26.9326999999997,18.2668779999999,79.5013640000004
16.4924309999996,20.6741810000004,170.817639999999,17.2626089999999,16.332995
16.461047,20.8046460000002,36.2308989999995,47.9583290000001,287.761821
17.3249220000002,18.6595050000005,36.6871409999998,250.364081,117.150953
16.8263389999996,19.5444670000002,53.023961000001,21.0653779999999,82.9219389999993
22.7674110000002,17.4403890000008,273.216679000001,122.057281,100.594173
16.882303,42.3508300000002,18.4197790000002,68.6081619999999,16.3354070000006
109.691304,114.210525,18.8388839999991,31.5306899999999,18.5404800000004
16.828254,50.9858630000002,21.4368690000004,34.4829710000001,21.1195240000004
16.5200859999999,17.5700379999997,100.08882,63.532843,23.4887120000007
16.4849939999998,53.7181950000001,43.9649300000013,42.3946960000001,41.4490289999998
16.5841489999998,23.3783710000006,50.0606169999998,25.5994029999997,49.5012699999995
16.7793700000001,36.7121240000001,33.992241,32.0754660000002,36.8552650000007
16.8571100000001,116.523254000001,37.4329619999987,28.3430089999999,113.222915
19.1819940000002,23.0052100000009,29.939186,31.6665929999997,347.350226
16.400709,130.073069,131.421893000001,30.7917260000004,25.1497140000003
16.507904,38.9358180000006,29.9698209999999,146.412291,20.4894759999998
17.2797540000005,210.141817,26.5672240000008,96.7194789999999,29.8345639999997
16.6280209999998,18.703704,52.7267499999997,129.364447,50.3242349999997
16.7788849999999,24.606566000001,45.7596949999992,336.550000000001,506.652681
17.5775659999999,17.4238090000003,29.1953490000001,27.4882160000001,53.720523
16.1177590000001,28.0475669999998,58.6600829999995,23.2767709999999,19.4342189999999
16.6005130000002,22.0151470000012,36.6796130000004,16.4760179999996,326.401383
16.2429060000004,18.7725139999984,23.3777310000001,158.381672,48.8758789999997
16.6138259999995,31.3637609999997,70.4815639999996,36.2020630000002,28.3458689999998
17.468729,16.1856670000002,31.1312969999999,23.1919070000002,36.574463
17.2173179999993,28.6848870000007,108.79931,34.4230749999994,37.2780280000002
17.0693380000007,71.6471330000008,45.4931589999994,37.4111240000001,30.3322919999998
16.6656729999994,34.2388759999999,34.3710860000002,53.4448050000007,35.3162530000004
17.0492840000005,21.0733530000002,23.0773969999998,29.0449729999995,18.6212360000004
16.5460729999998,18.3989100000002,16.264284,19.1929180000008,41.0305390000003
16.2915210000003,65.7620469999998,37.2115950000005,19.0504530000002,57.3617329999996
16.6105529999996,42.8524980000002,16.0950670000002,24.1860059999999,206.748032
16.799475,19.081001,55.5966909999999,37.7980610000002,236.216807
16.6345410000002,25.1092429999993,23.1653349999998,113.004924,65.8881409999994
16.6666700000002,28.2652170000013,61.0705280000001,185.896835,138.336222
16.7449409999998,48.9136930000011,147.063922,65.6798460000001,21.3929349999997
17.2098959999998,67.3399890000006,82.3812830000001,37.0146039999995,164.015481
16.426579,27.4121659999995,73.0205740000001,125.898973,34.4226499999998
16.4797920000002,20.2756809999993,16.8258780000001,97.7689530000001,65.2971720000011
16.5000480000002,55.065192999999,22.2758080000003,56.2225029999999,63.3135309999986
103.647247,84.9953239999994,48.5838940000001,56.0112820000001,69.4360000000014
16.22054,103.049973000001,140.233142,78.5510379999996,77.7554130000002
16.6000090000003,21.0752559999996,116.330445,73.7976399999995,84.9175399999993
16.6550040000004,171.731640999999,20.7919790000002,41.6705580000007,70.2214080000001
16.502815,17.172737000001,21.5189439999999,48.7901000000006,44.2215169999987
16.5432479999996,23.2635209999987,49.400898,36.0398010000003,34.090419
16.9328460000004,21.9057780000007,26.8492720000002,75.5779630000006,58.8136830000003
17.406179,18.1160949999999,22.1126849999997,69.8661930000002,16.3130789999997
16.1145999999999,16.4439380000001,20.683263,56.7054019999995,32.4822420000004
16.300921,16.488485,29.7184920000002,73.1808919999999,61.0090989999996
16.4789519999999,25.7562230000001,203.555578,85.491137,48.1308459999994
16.7648380000003,26.2964849999996,191.369832,203.705222,79.1604320000001
16.9852649999998,22.6165399999996,28.1188349999999,30.8564429999993,296.528447
16.9056360000006,16.6724619999998,21.6175569999999,41.580765,28.0636369999989
